status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
Ready,Residential Alternate Care Site,Madera,6,0,0,2/13/2021
Ready,Residential Alternate Care Site,Riverside,15,0,0,2/13/2021
Ready,Alternate Care Site,Tulare,11,4,108,2/13/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/14/2021
Ready,Residential Alternate Care Site,Riverside,15,0,0,2/14/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/14/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/14/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/14/2021
Ready,Alternate Care Site,Tulare,11,4,108,2/14/2021
Ready,Alternate Care Site,Imperial,30,5,90,2/14/2021
Ready,Alternate Care Site,San Diego,22,8,170,2/14/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/14/2021
Ready,Alternate Care Site,Sacramento,13,7,224,2/14/2021
Ready,Residential Alternate Care Site,Los Angeles,76,4,0,2/14/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,2/14/2021
Ready,Residential Alternate Care Site,San Joaquin,3,0,0,2/14/2021
Ready,Residential Alternate Care Site,Stanislaus,14,0,0,2/14/2021
Ready,Residential Alternate Care Site,Madera,6,0,0,2/14/2021
Ready,Residential Alternate Care Site,Sacramento,10,0,0,2/14/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/14/2021
Ready,Alternate Care Site,Orange,-9,34,155,2/14/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/14/2021
Ready,Residential Alternate Care Site,Riverside,15,0,0,2/15/2021
Ready,Residential Alternate Care Site,Sacramento,10,0,0,2/15/2021
Ready,Alternate Care Site,Orange,-10,35,155,2/15/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/15/2021
Ready,Residential Alternate Care Site,Madera,6,0,0,2/15/2021
Ready,Residential Alternate Care Site,Stanislaus,14,0,0,2/15/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/15/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/15/2021
Ready,Residential Alternate Care Site,San Joaquin,3,0,0,2/15/2021
Ready,Residential Alternate Care Site,Los Angeles,75,5,0,2/15/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,2/15/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/15/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/15/2021
Ready,Alternate Care Site,Imperial,32,3,90,2/15/2021
Ready,Alternate Care Site,San Diego,23,7,170,2/15/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/15/2021
Ready,Alternate Care Site,Sacramento,11,9,224,2/15/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/15/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/15/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/16/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/16/2021
Ready,Alternate Care Site,Sacramento,14,6,224,2/16/2021
Ready,Alternate Care Site,San Diego,23,7,170,2/16/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/16/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/16/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/16/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/16/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,2/16/2021
Ready,Residential Alternate Care Site,Los Angeles,75,5,0,2/16/2021
Ready,Residential Alternate Care Site,San Joaquin,3,0,0,2/16/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/16/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/16/2021
Ready,Residential Alternate Care Site,Sacramento,10,0,0,2/16/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/16/2021
Ready,Alternate Care Site,Orange,-13,38,155,2/16/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/16/2021
Ready,Residential Alternate Care Site,Riverside,11,0,0,2/16/2021
Ready,Residential Alternate Care Site,Stanislaus,14,0,0,2/16/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/16/2021
Ready,Alternate Care Site,Imperial,34,1,90,2/17/2021
Ready,Alternate Care Site,Orange,-9,34,155,2/17/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/17/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/17/2021
Ready,Alternate Care Site,Sacramento,16,4,224,2/17/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/17/2021
Ready,Alternate Care Site,San Diego,22,8,170,2/17/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/17/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/17/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/17/2021
Ready,Alternate Care Site,Los Angeles,35,11,0,2/17/2021
Ready,Residential Alternate Care Site,Los Angeles,75,5,0,2/17/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/17/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/17/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/17/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/17/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/17/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/17/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/17/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/18/2021
Ready,Alternate Care Site,Tulare,9,6,108,2/18/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/18/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/18/2021
Ready,Alternate Care Site,Orange,-4,29,155,2/18/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/18/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/18/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/18/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/18/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/18/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/18/2021
Ready,Residential Alternate Care Site,Los Angeles,75,5,0,2/18/2021
Ready,Alternate Care Site,Los Angeles,35,11,0,2/18/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/18/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/18/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/18/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/18/2021
Ready,Alternate Care Site,Sacramento,11,9,224,2/18/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/18/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/19/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/19/2021
Ready,Alternate Care Site,Sacramento,15,5,224,2/19/2021
Ready,Alternate Care Site,Orange,-5,30,155,2/19/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/19/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/19/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/19/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/19/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/19/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/19/2021
Ready,Residential Alternate Care Site,Los Angeles,76,4,0,2/19/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/19/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/19/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/19/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/19/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/19/2021
Ready,Alternate Care Site,San Diego,26,4,170,2/19/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/19/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/19/2021
Ready,Alternate Care Site,Sacramento,13,7,224,2/20/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/20/2021
Ready,Residential Alternate Care Site,Orange,-4,10,0,2/20/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/20/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/20/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/20/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/20/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/20/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/20/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/20/2021
Ready,Residential Alternate Care Site,Los Angeles,76,4,0,2/20/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/20/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/20/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/20/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/20/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/20/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/20/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/20/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/20/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/21/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/21/2021
Ready,Alternate Care Site,Sacramento,13,7,224,2/21/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/21/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/21/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/21/2021
Ready,Residential Alternate Care Site,Orange,-6,12,0,2/21/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/21/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/21/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/21/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/21/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/21/2021
Ready,Residential Alternate Care Site,Los Angeles,76,4,0,2/21/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/21/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/21/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/21/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/21/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/21/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/21/2021
Ready,Alternate Care Site,Sacramento,13,7,224,2/22/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/22/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/22/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/22/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/22/2021
Ready,Alternate Care Site,Imperial,33,2,90,2/22/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/22/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/22/2021
Ready,Residential Alternate Care Site,Orange,-6,12,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/22/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/22/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/22/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/22/2021
Ready,Alternate Care Site,Tulare,10,5,108,2/22/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/22/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/23/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/23/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/23/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/23/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/23/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/23/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/23/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/23/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/23/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/23/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/23/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/23/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/23/2021
Ready,Alternate Care Site,Tulare,13,2,108,2/23/2021
Ready,Alternate Care Site,Imperial,31,4,90,2/23/2021
Ready,Alternate Care Site,San Diego,25,5,170,2/23/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/23/2021
Ready,Alternate Care Site,Sacramento,10,10,224,2/23/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/23/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/24/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/24/2021
Ready,Alternate Care Site,Sacramento,10,10,224,2/24/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/24/2021
Ready,Alternate Care Site,Tulare,13,2,108,2/24/2021
Ready,Alternate Care Site,Imperial,31,4,90,2/24/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/24/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/24/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/24/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/24/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/24/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/24/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/24/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/24/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/24/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/24/2021
Ready,Residential Alternate Care Site,Orange,-5,11,0,2/24/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/24/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/24/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/25/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/25/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/25/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/25/2021
Ready,Alternate Care Site,Sacramento,10,10,224,2/25/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/25/2021
Ready,Alternate Care Site,Imperial,31,4,90,2/25/2021
Ready,Alternate Care Site,Orange,-3,28,155,2/25/2021
Ready,Residential Alternate Care Site,Orange,-4,10,0,2/25/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/25/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/25/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/25/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/25/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/25/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/25/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/25/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/25/2021
Ready,Alternate Care Site,Tulare,13,2,108,2/25/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/25/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/26/2021
Ready,Alternate Care Site,Tulare,14,1,108,2/26/2021
Ready,Residential Alternate Care Site,Orange,-2,8,0,2/26/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/26/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/26/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/26/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/26/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/26/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/26/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/26/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/26/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/26/2021
Ready,Alternate Care Site,Imperial,34,1,90,2/26/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/26/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/26/2021
Ready,Alternate Care Site,Sacramento,13,7,224,2/26/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/26/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/26/2021
Ready,Alternate Care Site,Orange,1,24,155,2/26/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/27/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/27/2021
Ready,Alternate Care Site,Sacramento,15,5,224,2/27/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/27/2021
Ready,Alternate Care Site,Orange,2,23,155,2/27/2021
Ready,Residential Alternate Care Site,Orange,-2,8,0,2/27/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/27/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/27/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/27/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/27/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/27/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/27/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/27/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/27/2021
Ready,Alternate Care Site,Tulare,14,1,108,2/27/2021
Ready,Alternate Care Site,Imperial,34,1,90,2/27/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/27/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/27/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/27/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,2/28/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,2/28/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,2/28/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,2/28/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,2/28/2021
Ready,Residential Alternate Care Site,Orange,-2,8,0,2/28/2021
Ready,Alternate Care Site,Orange,2,23,155,2/28/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,2/28/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,2/28/2021
Ready,Alternate Care Site,Tulare,14,1,108,2/28/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,2/28/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,2/28/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,2/28/2021
Ready,Alternate Care Site,Imperial,34,1,90,2/28/2021
Ready,Alternate Care Site,San Diego,24,6,170,2/28/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,2/28/2021
Ready,Alternate Care Site,Sacramento,15,5,224,2/28/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,2/28/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,2/28/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/1/2021
Ready,Alternate Care Site,Los Angeles,19,27,0,3/1/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/1/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/1/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/1/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/1/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/1/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/1/2021
Ready,Alternate Care Site,Sacramento,18,2,224,3/1/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/1/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/1/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/1/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/1/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/1/2021
Ready,Alternate Care Site,Orange,4,21,155,3/1/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/1/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/1/2021
Ready,Residential Alternate Care Site,Orange,-2,8,0,3/1/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/1/2021
Ready,Alternate Care Site,Los Angeles,19,27,0,3/2/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/2/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/2/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/2/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/2/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/2/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/2/2021
Ready,Residential Alternate Care Site,Orange,-2,8,0,3/2/2021
Ready,Alternate Care Site,Orange,6,19,155,3/2/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/2/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/2/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/2/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/2/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/2/2021
Ready,Alternate Care Site,Sacramento,19,1,224,3/2/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/2/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/2/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/2/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/2/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/3/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/3/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/3/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/3/2021
Ready,Residential Alternate Care Site,Orange,1,5,0,3/3/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/3/2021
Ready,Alternate Care Site,Orange,11,14,155,3/3/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/3/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/3/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/3/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/3/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/3/2021
Ready,Alternate Care Site,Los Angeles,19,27,0,3/3/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/3/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/3/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/3/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/3/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/3/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/3/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/4/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/4/2021
Ready,Alternate Care Site,Orange,11,14,155,3/4/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/4/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/4/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/4/2021
Ready,Residential Alternate Care Site,Orange,1,5,0,3/4/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/4/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/4/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/4/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/4/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/4/2021
Ready,Alternate Care Site,Los Angeles,19,27,0,3/4/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/4/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/4/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/4/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/4/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/4/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/4/2021
Ready,Alternate Care Site,Orange,12,13,155,3/5/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/5/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/5/2021
Ready,Alternate Care Site,Los Angeles,39,7,0,3/5/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/5/2021
Ready,Residential Alternate Care Site,Orange,1,5,0,3/5/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/5/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/5/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/5/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/5/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/5/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/5/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/5/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/5/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/5/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/5/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/5/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/5/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/5/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/6/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/6/2021
Ready,Alternate Care Site,Orange,11,14,155,3/6/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/6/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/6/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/6/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/6/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/6/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/6/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/6/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,3/6/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/6/2021
Ready,Residential Alternate Care Site,Orange,2,4,0,3/6/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/6/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/6/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/6/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/6/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/6/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/6/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/7/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/7/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/7/2021
